SONG_ID,TITLE,ARTIST,ALBUM,URL,FILE_NAME,SONG_DURATION,BITRATE
1008,Special Roll> 6:59,Blacklite,Live at Delta Coffee House on 2007-10-03,http://www.archive.org/download/Blacklite2007-10-03/Blacklite2007-10-03/Blacklite2007-10-03d1t01_vbr.mp3,Blacklite_SpecialRoll>6:59.mp3,419,133648
1010,Yellow submarine,Blake Tedder,Live at Rosemont Studio Sessions on 2007-02-15,http://www.archive.org/download/tedder2007.2.15/tedder2007.2.15t08_vbr.mp3,BlakeTedder_Yellowsubmarine.mp3,183,154130
1012,Lucky to Know You,Blue Merle,Live at Hersheypark Stadium on 2005-06-25,http://www.archive.org/download/bluemerle2005-06-25.flac16/bluemerle2005-06-25d1t06_vbr.mp3,BlueMerle_LuckytoKnowYou.mp3,254,185417
1014,22xs,Blues and Lasers,Live at Burlington Waterfront on 2008-08-16,http://www.archive.org/download/bl2008-08-16.flac16/bl2008-08-16d1t02_vbr.mp3,BluesandLasers_22xs.mp3,297,206282
1016,Lazy Days,Bonjour  Ganesh!, Live at The Rock and Roll Hotel on 2009-07-24,http://www.archive.org/download/bongan2009-07-24/bongan2009-07-24d01t02_vbr.mp3,BonjourGanesh!_LazyDays.mp3,345,180840
1018,Not,Box O Laffs,Live at Graffiti's on 1985-03-07,http://www.archive.org/download/BoxOLaffs1985-03-07/BoxOLaffs1985-03-07t04_vbr.mp3,BoxOLaffs_Not.mp3,247,198422
1020,Samba?,Brave Combo,Live at Quakertown Park on 2008-04-27,http://www.archive.org/download/bravecombo2008-04-27.sp-cmc1.flac16/bravecombo2008-04-27d2t04_vbr.mp3,BraveCombo_Samba?.mp3,199,235312
1022,San Francisco,Brett Dennen,Live at Doornroosje on 2009-10-29,http://www.archive.org/download/bd2009-10-29.at831/bd2009.10.29t03_vbr.mp3,BrettDennen_SanFrancisco.mp3,225,196091
1024,Who Makes Your Money,Britt Daniel,Live at Music Hall of Williamsburg on 2010-01-23,http://www.archive.org/download/brittdaniel2010-01-23.mhow.aud.flac16/brittdaniel2010-01-23.mhowt02_vbr.mp3,BrittDaniel_WhoMakesYourMoney.mp3,214,198320
1026,evil man,Brownfish,Live at Cafe Malipop on 2007-06-30,http://www.archive.org/download/brownfishf2007-06-30/brownfishf2007-06-30d1t07_vbr.mp3,Brownfish_evilman.mp3,343,203581
1028,Chicken,Bryan Thomas Trio,Live at Studio 99 on 2009-10-29,http://www.archive.org/download/bt32009-10-29.aud.flac/bt3_2009-10-29-t05_chicken_vbr.mp3,BryanThomasTrio_Chicken.mp3,479,195238
1030,Revolution,Burden|Hand,Live at Blakes On Telegraph on 2005-07-27,http://www.archive.org/download/brdnhand2005-07-27.shnf/brdnhand2005-07-27d1t03_vbr.mp3,Burden|Hand_Revolution.mp3,320,186597
1032,CBC Demo 1 d2t2 you give hate,CBC,Live at chris' basement on 1994-00-00,http://www.archive.org/download/CBC1994-00-00.demo1/CbcDemo1d2T2YouGiveHate.mp3,CBC_CBCDemo1d2t2yougivehate.mp3,152,256000
1034,Grip,Calf Mountain Jam,Live at Starr Hill Music Hall on 2005-05-19,http://www.archive.org/download/cmj2005-05-19.flac16/cmj2005-05-19d1t05_Grip_vbr.mp3,CalfMountainJam_Grip.mp3,432,149638
1036,take the skinheads bowling,Camper Van Beethoven,Live at QE2 on 1987-02-09,http://www.archive.org/download/cvb1987-02-09.flac16/cvb1987-02-09d1t11_vbr.mp3,CamperVanBeethoven_taketheskinheadsbowling.mp3,199,195180
1038,ShimSham Honey,Caravan of Thieves,"Live at StrangeCreek Campout, Camp Kee-Wanee on 2010-05-30",http://www.archive.org/download/cot2010-05-30.akg482-marantz671-flac16/cot2010-05-30t01.mp3,CaravanofThieves_ShimShamHoney.mp3,355,197631
1040,improvisation,Carla Bozulich,Live at House of Nostromo on 2008-09-16,http://www.archive.org/download/carlabozulich2008-09-16.flac16/carlabozulich2008-09-16t02_vbr.mp3,CarlaBozulich_improvisation.mp3,600,205303
1042,Built For Comfort*,Caution Jam,Live at Izzy's Island Outfitters on 2005-09-04,http://www.archive.org/download/cjam2005-09-04.shnf/cjam2005-09-04d1t05_vbr.mp3,CautionJam_BuiltForComfort*.mp3,271,179775
1044,Wishing Tree,Charlie Sexton,Live at The Continental Club on 2005-11-04,http://www.archive.org/download/csexton2005-11-04.jwmod463.flac16/csexton2005-11-04.jwmod463.d01.t13_vbr.mp3,CharlieSexton_WishingTree.mp3,427,195201
1046,People,Chasing Edison,"Live at The Neighborhood Theatre, Charlotte on 2010-06-25",http://www.archive.org/download/chasingedison2010-06-25/chasingedison2010-06-25d1t01.mp3,ChasingEdison_People.mp3,384,192489
1048,7 Escape Artist,Chemtrail,Live at The Saint on 2010-03-26,http://www.archive.org/download/chm2010-03-26.saint.flac/7Energy.mp3,Chemtrail_7EscapeArtist.mp3,268,197990
1050,Going Up the Country ** %,Chicago Farmer,Live at Three Sisters Park - Campfire Stage on 2010-05-30,http://www.archive.org/download/ChicagoFarmer2010-05-30.latenight/ChicagoFarmer2010-05-31-t12.mp3,ChicagoFarmer_GoingUptheCountry**%.mp3,274,185646
1052,Fool To Think,Chris Lane,Live at SHOUTcast on 2004-04-14,http://www.archive.org/download/clane2004-04-14.shnf/clane2004-04-14d1t12_vbr.mp3,ChrisLane_FoolToThink.mp3,344,127704
1054,You Done Me Wrong,Cindy Woolf,Live at The Record Bar on 2006-02-01,http://www.archive.org/download/cindywoolf2006-02-01.shnf/cindywoolf2006-02-01d1t02_vbr.mp3,CindyWoolf_YouDoneMeWrong.mp3,179,197324
1056,delf20080410d2t04flac,Club dElf,Live at The Lizard Lounge on 2008-04-10,http://www.archive.org/download/delf2008-04-10.mk21.flac16/delf2008-04-10d2t04_vbr.mp3,ClubdElf_delf20080410d2t04flac.mp3,455,201589
1058,Me And You,Comfort Station,Live at Irene's Pub on 2004-04-24,http://www.archive.org/download/comfort2004-04-24.bmc3.shnf/comfort2004-04-24d1t02_vbr.mp3,ComfortStation_MeAndYou.mp3,420,186664
1060,Easy Living,Coon Phat Gravy,Live at The Soap Box on 2005-01-20,http://www.archive.org/download/cpg2005-01-20.sbd/cpg2005-01-20t06_vbr.mp3,CoonPhatGravy_EasyLiving.mp3,384,127874
1062,Jam,Cosmic Railroad,Live at The Rave on 2008-05-17,http://www.archive.org/download/crr2008-05-17.matrix.flac16/crr2008-05-17d1t08_vbr.mp3,CosmicRailroad_Jam.mp3,565,191187
1064,Beggar at the Manor,Cousin Fungus,Live at The Black Oak Tavern on 1999-05-06,http://www.archive.org/download/cfungus1999-05-06.shn/cfungus1999-05-06d1t04_vbr.mp3,CousinFungus_BeggarattheManor.mp3,301,128546
1066,jack move,DCarlo,'Carlo Live at Bell's Brewery on 2005-10-14,http://www.archive.org/download/dcarlo2005-10-14.shn/dcarlo2005-10-14t03_vbr.mp3,DCarlo_jackmove.mp3,558,202991
1068,Earthgirl,Dan Bern,Live at Housing Works on 2004-03-26,http://www.archive.org/download/dbern2004-03-26.flac16/dbern2004-03-26d1t03_vbr.mp3,DanBern_Earthgirl.mp3,409,194214
1070,colorado storm,Dana Monteith and Iowa80,Live at Larkin Lounge 199 Lark St. on 2004-02-28,http://www.archive.org/download/dmi80-2004-02-28.flac16/dmi80-2004-02-28T06_vbr.mp3,DanaMonteithandIowa80_coloradostorm.mp3,234,141008
1072,Cowgirl,Dann Ottemiller,Live at ABC on 2008-04-25,http://www.archive.org/download/DannOttemiller2008-04-25.AKG483/dwo2008-04-25_AKG483tr02_vbr.mp3,DannOttemiller_Cowgirl.mp3,444,206716
1074,The Ghost of Woodie Guthrie,Dave Wilson Chatham County Line, Live at Berkeley Cafe on 2009-01-30,http://www.archive.org/download/davewilson2009-01-30/DaveWilson-BerkeleyCafe-2009-01-30t03_vbr.mp3,DaveWilsonChathamCountyLine_TheGhostofWoodieGuthrie.mp3,243,206087
1076,6299,DayDrug,Live at LaBoca on 2007-09-28,http://www.archive.org/download/DayDrug2007-09-28/DayDrug2007-09-28t02_vbr.mp3,DayDrug_6299.mp3,236,216079
1078,Southbound Train,Dead Mens Hollow,Live at State Theatre on 2005-05-19,http://www.archive.org/download/dmh2005-05-19.flac16/dmh2005-05-19d1t02_vbr.mp3,DeadMensHollow_SouthboundTrain.mp3,177,189590
1080,deadstringbros20090912d1t08flac,Deadstring Brothers,Live at Bloodshot Records Hideout Block Party on 2009-09-12,http://www.archive.org/download/deadstringbrothers2009-09-12/deadstringbros2009-09-12d1t08.mp3,DeadstringBrothers_deadstringbros20090912d1t08flac.mp3,192,192470
1082,Stoop Down,DelRay Blues,Live at J.B. McMinnions on 2006-04-29,http://www.archive.org/download/drb2006-04-29.flac16/drb2006-04-29d1t02_vbr.mp3,DelRayBlues_StoopDown.mp3,471,206991
1084,Earth Reggae,Delta Nove,Live at Wakarusa Music Festival on 2007-06-08,http://www.archive.org/download/dnove2007-06-08.matrix.flac16/dnove2007-06-08.matrix.t05_vbr.mp3,DeltaNove_EarthReggae.mp3,470,196100
1086,Apple,Dilute,Live at Edinburgh Castle on 2002-08-24,http://www.archive.org/download/dilute2002-08-24.flac/dilute2002-08-24t01_vbr.mp3,Dilute_Apple.mp3,185,190620
1088,American Beauty,Donna Jean and the Tricksters,Live at Potomac Pavilion on 2007-07-01,http://www.archive.org/download/djt2007-07-01.aud.flac16/djt2007-07-01d1t01_vbr.mp3,DonnaJeanandtheTricksters_AmericanBeauty.mp3,485,186646
1090,Unknown,Dr Jah and the Love Prophets,Live at Revolution Hall on 2009-03-06,http://www.archive.org/download/drjah2009-03-06.revolutionhall.flac/drjah2009-03-06d2t08_vbr.mp3,DrJahandtheLoveProphets_Unknown.mp3,459,200226
1092,Dont Be Afraid,EBE,Live at Desmond's Tavern - Harrison Young Solo Performance on 2006-09-15,http://www.archive.org/download/EBE2006-09-15.Harrison_Young_soloPerformance/EBE2006-09-15d1t03_vbr.mp3,EBE_DontBeAfraid.mp3,211,131897
1094,Texas 2 Step,Easy Corner,Live at Sway's Basement on 2002-03-01,http://www.archive.org/download/ezc2002-03-01.tascam4trk.flac16/ezc.2002-03-01.tascam4trk.d1t02_vbr.mp3,EasyCorner_Texas2Step.mp3,219,129053
1096,Fist City,Eilen Jewell,Live at Narrows Center for the Arts on 2010-01-15,http://www.archive.org/download/eilenjewell2010-01-15.mtx.flac16/eilenjewell2010-01-15t15_vbr.mp3,EilenJewell_FistCity.mp3,249,159520
1098,eld20080611t03flac,Eld,Live at The Bike Barn on 2008-06-11,http://www.archive.org/download/eld2008-06-11.flac16/eld2008-06-11t03_vbr.mp3,Eld_eld20080611t03flac.mp3,324,205022
1100,The Letter,Elmwood Band,Live at Mountain Jam VI - Hunter Mtn Ski Area on 2010-06-04,http://www.archive.org/download/elmwood2010-06-04.akg483.flac16/elmwood2010-06-04t01.mp3,ElmwoodBand_TheLetter.mp3,353,196103
1102,Forward,Emmanuel Selassie,Live at Santa Cruz Community Television on 2009-04-01,http://www.archive.org/download/es2009-04-01.sbd/es2009-04-01dlt01_vbr.mp3,EmmanuelSelassie_Forward.mp3,283,144890
1104,Its Your Thing,Engine,Live at McDonald Theatre on 2009-04-04,http://www.archive.org/download/skce2009-04-04/skce2009-04-04d2t05_vbr.mp3,Engine_ItsYourThing.mp3,709,197472
1106,Prelude 1 by Villa Lobos with Flamenco intro,Erez Perelman,Live at The Lor House on 2006-01-12,http://www.archive.org/download/erez2006-01-12.at831.flac16/erez2006-01-12t03_vbr.mp3,ErezPerelman_Prelude1byVillaLoboswithFlamencointro.mp3,182,127734
1108,give up the game,Evan Kremin,Live at The Bitter End on 2007-12-28,http://www.archive.org/download/ek2007-12-28.spcmc2.flac16/ek2007-12-28d1t11_vbr.mp3,EvanKremin_giveupthegame.mp3,225,108160
1110,Hollywood,Fancy Trash,Live at The Elevens on 2005-12-03,http://www.archive.org/download/fancytrash2005-12-03shn/ft2005-12-03t07_vbr.mp3,FancyTrash_Hollywood.mp3,266,190234
1112,Eyes of the World >,Fennario,Live at Spiritual Haze on 2008-07-26,http://www.archive.org/download/Fennario2008-07-26.Spiritual.Haze_Worcester.MA_FLAC/fen2008-07-26_D208_Eyes_of_the_World_vbr.mp3,Fennario_EyesoftheWorld>.mp3,713,129094
1114,finadupa20060415d1t04flac,Fina Dupa,Live at 3 Kings Tavern on 2006-04-15,http://www.archive.org/download/finadupa2006-04-15.akg393.flac16/finadupa2006-04-15d1t04_vbr.mp3,FinaDupa_finadupa20060415d1t04flac.mp3,327,220842
1116,Fahreed is the Devil,Flipoff Pirates,Live at Chester's on 2002-10-20,http://www.archive.org/download/fop2002-10-20.csb.shnf/FOP-Chesters10-20-2-06-FahreedistheDevil_vbr.mp3,FlipoffPirates_FahreedistheDevil.mp3,288,193714
1118,Bullets,Four Finger Five,Live at Rothbury Music Festival on 2009-07-04,http://www.archive.org/download/fourfingerfive2009-07-04/fourfingerfive2009-07-04t10_vbr.mp3,FourFingerFive_Bullets.mp3,419,211368
1120,You Just Like To Lose,Frank Smith,Live at KAOS Radio on 2007-07-10,http://www.archive.org/download/fsmith2007-07-10/fsmith2007-07-10t10_vbr.mp3,FrankSmith_YouJustLikeToLose.mp3,266,127732
1122,What Went Down,Frog Holler,Live at The Brass Lantern on 2003-05-03,http://www.archive.org/download/frogholler2003-05-03.s1.sbd.flac16/frogholler2003-05-03s1t09.mp3,FrogHoller_WhatWentDown.mp3,294,123490
1124,d2t06,Fruition,Live at 720 Club on 2009-02-05,http://www.archive.org/download/fruition2009-02-05.flac16/fruition2008-02-05d2t06_vbr.mp3,Fruition_d2t06.mp3,355,209159
1126,fungus20070915t05flac,Fungus Amungus,"Live at Wormtown Music Festival, Camp Kee-Wanee on 2007-09-15",http://www.archive.org/download/fungus2007-09-15.zoomh4flac16/fungus2007-09-15t08.flac,FungusAmungus_fungus20070915t05flac.mp3,674,352000
1128,She Walks The Line,Funky Butter,Live at Trocadero Theatre (Brotherly Shove Fest) on 2006-07-07,http://www.archive.org/download/funkyb2006-07-07.sbd.flac16/funkyb2006-07-07.sbd.d1t02_vbr.mp3,FunkyButter_SheWalksTheLine.mp3,505,127707
1130,From Inside You >,Gary Backstrom Band,Live at Wake Up The Earth Festival on 2009-05-02,http://www.archive.org/download/gbb2009-05-02.wute-matrixflac16/gbb2009-05-02wute-t05_vbr.mp3,GaryBackstromBand_FromInsideYou>.mp3,478,203372
1132,Belief,Gavin DeGraw,Live at Great American Rib Cook-off (Tower City Amphitheater) on 2004-05-30,http://www.archive.org/download/gdegraw2004-05-30.shnf/gdegraw2004-05-30t07_vbr.mp3,GavinDeGraw_Belief.mp3,232,173058
1134,Song for April 24 2005  >    04:15,Geoff Peters Band,Live at Capilano Golf and Country Club on 2005-04-24,http://www.archive.org/download/geopet2005-04-24.flac16/geopet2005-04-24d1t01_vbr.mp3,GeoffPetersBand_SongforApril242005>04:15.mp3,255,183762
1136,Instrumental Intro,Gift of Tongues,Live at The Sahara Club on 2007-01-28,http://www.archive.org/download/gitongues2007-01-28.flac16/giftot2007-01-28t01_vbr.mp3,GiftofTongues_InstrumentalIntro.mp3,171,192293
1138,Tube >,Give Us the Money Lebowski,Live at Snipe's Farm on 2009-05-09,http://www.archive.org/download/gutml2009-05-09.mk21.nbox.eq.flac24/gutml2009-05-09t01_vbr.mp3,GiveUstheMoneyLebowski_Tube>.mp3,586,204812
1140,Dream,Grand Theft Maidcart,Live at Sweet P's BBQ and Soul House on 2010-07-02,http://www.archive.org/download/gtm2010-07-02.matrix.flac16/gtm2010-07-02d1t04.mp3,GrandTheftMaidcart_Dream.mp3,428,200128
1142,Playin In The Band >,Grateful Dead,Live at Morgantown Civic Center on 1983-04-10,http://www.archive.org/download/gd83-04-10.senn441.unknown.14191.sbeok.shnf/gd83-04-10d2t08_vbr.mp3,GratefulDead_PlayinInTheBand>.mp3,266,196601
1144,Crushed Eyeliner,Greenstreet,Live at The Magic Bag on 2005-05-20,http://www.archive.org/download/gs2005-05-20/gs2005-05-20t05_vbr.mp3,Greenstreet_CrushedEyeliner.mp3,272,192256
1146,Dont Wait,Greyhounds,Live at Stubbs on 2005-01-09,http://www.archive.org/download/Greyhounds2005-01-09/Greyhounds2005-01-09d02t02_vbr.mp3,Greyhounds_DontWait.mp3,395,200797
1148,groovetrust20030315shnf_filesxml,Groove Trust,Live at Lion's Den on 2003-03-15,http://www.archive.org/download/groovetrust2003-03-15.shnf/groovetrust2003-03-15d1t01_vbr.mp3,GrooveTrust_groovetrust20030315shnf_filesxml.mp3,437,154830
1150,The Moon,Guta,Live at The Blind Tiger on 2006-04-22,http://www.archive.org/download/guta2006-04-22.flac16/guta2006-04-22d1t03_vbr.mp3,Guta_TheMoon.mp3,457,196278
1152,t09,Ha Ha the Moose,Live at moe.down tent on 2007-08-31,http://www.archive.org/download/hhtm2007-08-31.akg483/moose2007-08-31akg483t09_vbr.mp3,HaHatheMoose_t09.mp3,394,220668
1154,Sitting On Top Of The World,Hairy Larry,"Live at Bunkys Breakfast, Helena Arkansas on 2006-10-05",http://www.archive.org/download/hl2006-10-05.Live_At_Bunkys_Breakfast/hl2006_10_05d1t03sitting_on_top_of_the_world_vbr.mp3,HairyLarry_SittingOnTopOfTheWorld.mp3,235,129240
1156,Life of Sin,Hank Williams III,Live at Alley Katz on 2004-02-20,http://www.archive.org/download/hw3-2004-02-20.aud.flacf/hw3-20040220-aud-d2t02_vbr.mp3,HankWilliamsIII_LifeofSin.mp3,187,235015
1158,Find,Harmonic Tide,Live at JD's Bar & Grill on 2007-12-27,http://www.archive.org/download/harmonictide2007-12-27.harmonictide/04Find_vbr.mp3,HarmonicTide_Find.mp3,362,161518
1160,HDanger20000824T02shn,Harvey Danger,Live at Hatch Memorial Shell on 2000-08-24,http://www.archive.org/download/Hdanger2000-08-24.shnf/HDanger2000-08-24T02_vbr.mp3,HarveyDanger_HDanger20000824T02shn.mp3,209,191206
1162,HHS20060712d1t02flac,Hedgepath  Hoover  and Sipe,Live at The Bohemian on 2006-07-12,http://www.archive.org/download/HHS2006-07-12.Bohemiannew/HHS2006-07-12d1t02_vbr.mp3,HedgepathHooverandSipe_HHS20060712d1t02flac.mp3,470,195257
1164,The Superficial Deep,Hi8us,Live at The Paradise on 2005-10-29,http://www.archive.org/download/hi8us-2005-10-29.flac16/Hi8us2005-10-29T01_vbr.mp3,Hi8us_TheSuperficialDeep.mp3,502,198643
1166,Big Thanks,Hokey,Live at Java Joint on 2004-03-06,http://www.archive.org/download/hokey2004-03-06/hokey2004-03-06t03_vbr.mp3,Hokey_BigThanks.mp3,246,168216
1168,Fool to Remain,Honkytonk Homeslice,Live at Spring Creek Ranch on 2006-02-09,http://www.archive.org/download/HTHS2006-02-09FLAC/HTHS2006-02-09d1t09_vbr.mp3,HonkytonkHomeslice_FooltoRemain.mp3,465,194868
1170,Freight Train,Husky Pants and the Rail,Live at Market Cross Pub on 2010-01-22,http://www.archive.org/download/hpr2010-01-22/hpr2010-01-22d1t01_vbr.mp3,HuskyPantsandtheRail_FreightTrain.mp3,399,152986
1172,ianthomas20080510t04flac,Ian Thomas,Live at Sylvia Theater on 2008-05-10,http://www.archive.org/download/ianthomas2008-05-10.flacf16/ianthomas2008-05-10t04_vbr.mp3,IanThomas_ianthomas20080510t04flac.mp3,320,188083
1174,She Aint No Betty,Indecision,Live at Toad's Place on 2008-12-27,http://www.archive.org/download/indecision2008-12-27..flac/Indecision2008-12-27d1t02_vbr.mp3,Indecision_SheAintNoBetty.mp3,318,204255
1176,Los Cerritos,Is,a Weapon Live at The Stone Church on 2007-05-05,http://www.archive.org/download/diaw2007-05-05.at853.flac16f/diaw2007-05-05d1t07_vbr.mp3,Is_LosCerritos.mp3,472,219949
1178,Luminescent,J Wail,Live at The Summit on 2010-03-19,http://www.archive.org/download/J.WAIL2010-03-19.J.WAIL2010-03-19/5luminescent.mp3,JWail_Luminescent.mp3,715,195528
1180,Mr Spaceman The Byrds,Jackass Flats,Live at Rolling Run Farm on 2009-11-07,http://www.archive.org/download/jaf2009-11-07._multitracked/jaf2009-11-09RollingRun_s1d08_vbr.mp3,JackassFlats_MrSpacemanTheByrds.mp3,157,156512
1182,Risk The Fall,JamesHunnicutt,Live at Knotty Pine on 2009-06-13,http://www.archive.org/download/jameshunnicutt2009-06-13/jameshunnicutt20090613d01t15_vbr.mp3,JamesHunnicutt_RiskTheFall.mp3,177,129850
1184,Predictable,Jarflys,Live at Armadillo's on 2008-02-26,http://www.archive.org/download/jarflys2008-02-26.cabbage.SSDSM6SL.flac16/jarflys2008-02-26t03_vbr.mp3,Jarflys_Predictable.mp3,476,198683
1186,Song,Jeff Raudebaugh,Live at The Temple Club on 2005-03-24,http://www.archive.org/download/jraudebaugh2005-03-24.flac16/jraudebaugh2005-03-24d1t13_vbr.mp3,JeffRaudebaugh_Song.mp3,198,189484
1188,Breakdown,Jeremy Shier,Live at Smiling Buddha on 2006-19-25,http://www.archive.org/download/jershier2006-10-25/jershier2006-10-25t02_vbr.mp3,JeremyShier_Breakdown.mp3,371,130236
1190,She Said He Said,Jims Big Ego,Live at Mama Kin's on 1996-06-21,http://www.archive.org/download/jbe1996-06-21.flac16f/jbe1996-06-21t03_vbr.mp3,JimsBigEgo_SheSaidHeSaid.mp3,437,127779
1192,Messin With The Kid,John Forth Band,Live at SKIPPACK ROADHOUSE GRILLE on 2007-08-03,http://www.archive.org/download/JFB2007-08-03.Live_at_Skippack_Roadhouse/MessinWithTheKid_vbr.mp3,JohnForthBand_MessinWithTheKid.mp3,279,161916
1194,Intrepid Traveler,John Mullins,Band Live at Chelsie's on 1998-06-19,http://www.archive.org/download/jmband1998-06-19.AKG461.flac16/jmband1998-06-19.AKG461.d1t03_vbr.mp3,JohnMullins_IntrepidTraveler.mp3,427,191633
